system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espn;ESP-MD;NI;;;Venturada;espmd.n001;
espn;ESP-MD;NI;;Bui;Buitrago del Lozoya;espmd.n001bui;
espn;ESP-MD;NI;;Rob;Robregordo;espmd.n001rob;
espn;ESP-CL;NI;;Boc;Boceguillas;espcl.n001boc;
espn;ESP-CL;NI;;Ara;Aranda de Duero;espcl.n001ara;
espn;ESP-CL;NI;;Gum;Gumiel de Izán;espcl.n001gum;
espn;ESP-CL;NI;;Qui;Quintanilla de la Mata;espcl.n001qui;
espn;ESP-CL;NI;;Ler;Lerma;espcl.n001ler;
espn;ESP-CL;NI;;;Briviesca;espcl.n001;
espn;ESP-PV;NI;;Est;Estavillo;esppv.n001est;
espn;ESP-CL;NI;;Pue;La Puebla de Arganzón;espcl.n001pue;
espn;ESP-PV;NI;;Lan;Langraiz-Oka;esppv.n001lan;
espn;ESP-PV;NI;;;Beasain;esppv.n001;
espn;ESP-CL;NIa;;;Cerezo de Abajo;espcl.n001a;
espn;ESP-CM;NII;;;Torremocha del Campo;espcm.n002;
espn;ESP-CM;NII;;Sau;Saúca;espcm.n002sau;
espn;ESP-CL;NII;;Est;Esteras de Medinaceli;espcl.n002est;
espn;ESP-CL;NII;;Arc;Arcos de Jalón;espcl.n002;
espn;ESP-CL;NII;;Mar;Santa María de Huerta;espcl.n002mar;
espn;ESP-AR;NII;;Mue;La Muela;espar.n002mue;
espn;ESP-AR;NII;;Zar;Zaragoza;espar.n002zar;
espn;ESP-AR;NII;;;Fraga;espar.n002;
espn;ESP-CT;NII;;;Lleida;espct.n002;
espn;ESP-CT;NII;;Cer;Cervera;espct.n002cer;
espn;ESP-CT;NII;;Mat;Mataró;espct.n002mat;
espn;ESP-CT;NII;;Fig;Figueres;espct.n002fig;
espn;ESP-AR;NIIa;;Ari;Ariza;espar.n002aari;
espn;ESP-AR;NIIa;;;Calatayud;espar.n002a;
espn;ESP-AR;NIIa;;Alm;La Almunia de Doña Godina;espar.n002aalm;
espn;ESP-CT;NIIa;;Igu;Igualada;espct.n002a;
espn;ESP-CT;NIIa;;Gir;Girona;espct.n002agir;
espn;ESP-CT;NIIa;;Fig;Figueres;espct.n002afig;
espn;ESP-CT;NIIa;;And;San Andrés de la Barca;espct.n002aand;
espn;ESP-CT;NIIz;;;Montserrat Parc;espct.n002z;
espn;ESP-MD;NIII;;;Arganda del Rey;espmd.n003;
espn;ESP-CM;NIII;;Tar;Tarancón;espcm.n003tar;
espn;ESP-CM;NIII;;Mon;Montalbo;espcm.n003mon;
espn;ESP-CM;NIII;;Vil;Villares del Saz;espcm.n003vil;
espn;ESP-CM;NIII;;;Minglanilla;espcm.n003;
espn;ESP-VC;NIII;;;Requena;espvc.n003;
espn;ESP-VC;NIII;;Bun;Buñol;espvc.n003bun;
espn;ESP-VC;NIII;;Chi;Chiva;espvc.n003chi;
espn;ESP-CM;NIV;;Dos;Dosbarrios;espcm.n004dos;
espn;ESP-CM;NIV;;Gua;La Guardia;espcm.n004gua;
espn;ESP-CM;NIV;;Vil;Villarta de San Juan;espcm.n004vil;
espn;ESP-AN;NIV;;Bai;Bailén;espan.n004bai;
espn;ESP-AN;NIV;;Cor;Córdoba;espan.n004cor;
espn;ESP-AN;NIV;;;Las Cabezas de San Juan;espan.n004;
espn;ESP-AN;NIV;;Jer;Jerez de la Frontera;espan.n004jer;
espn;ESP-AN;NIV;;Pue;El Puerto de Santa María;espan.n004pue;
espn;ESP-CM;NIVa;;;Santa Elena;espcm.n004a;
espn;ESP-AN;NIVa;;Ele;Santa Elena;espan.n004aele;
espn;ESP-AN;NIVa;;Cap;El Carpio;espan.n004acar;
espn;ESP-AN;NIVa;;;La Carlota;espan.n004a;
espn;ESP-EX;NV;;Nav;Navalmoral de la Mata;espex.n005nav;
espn;ESP-EX;NV;;;Almaraz;espex.n005;
espn;ESP-EX;NV;;Tru;Trujillo;espex.n005tru;
espn;ESP-EX;NV;;Mia;Miajadas;espex.n005mia;
espn;ESP-EX;NV;;Mer;Mérida;espex.n005mer;
espn;ESP-EX;NV;;Tal;Talavera la Real;espex.n005tal;
espn;ESP-CM;NVa;;;Valmojado;espcm.n005a;
espn;ESP-CM;NVa;;Lag;Lagartera;espcm.n005alag;
espn;ESP-MD;NVI;;;Guadarrama;espmd.n006;
espn;ESP-CL;NVI;;Esp;El Espinar;espcl.n006esp;
espn;ESP-CL;NVI;;Rue;Rueda;espcl.n006rue;
espn;ESP-CL;NVI;;Tor;Tordesillas;espcl.n006tor;
espn;ESP-CL;NVI;;;Ponferrada;espcl.n006;
espn;ESP-GA;NVI;;;;espga.n006;
espn;ESP-GA;NVIa;;;Betanzos;espga.n006a;
espn;ESP-PV;N102;;;;esppv.n102;
espn;ESP-PV;N104;;;;esppv.n104;
espn;ESP-EX;N110;;;;espex.n110;
espn;ESP-CL;N110;;;;espcl.n110;
espn;ESP-CL;N110a;;;;espcl.n110a;
espn;ESP-NC;N111;;;Viana;espnc.n111;
espn;ESP-RI;N111;;Log;Logroño;espri.n111log;
espn;ESP-RI;N111;;;(Main);espri.n111;
espn;ESP-CL;N111;;;;espcl.n111;
espn;ESP-RI;N111a;;Log;Logroño;espri.n111alog;
espn;ESP-RI;N111a;;;Piqueras;espri.n111a;
espn;ESP-CL;N111a;;;Piqueras;espcl.n111a;
espn;ESP-CL;N111a;;Gar;Garray;espcl.n111agar;
espn;ESP-CL;N111a;;Sor;Soria;espcl.n111asor;
espn;ESP-NC;N113;;Cas;Castejon de Ebro;espnc.n113cas;
espn;ESP-RI;N113;;Val;La Valle;espri.n113val;
espn;ESP-NC;N113;;;Cintruenigo;espnc.n113;
espn;ESP-AR;N113;;Ula;Ulagoso;espar.n113ula;
espn;ESP-RI;N113;;;Valverde;espri.n113;
espn;ESP-AR;N113;;;Torres de Montecierzo;espar.n113;
espn;ESP-RI;N113;;Tor;Torres de Montecierzo;espri.n113tor;
espn;ESP-CL;N113;;;;espcl.n113;
espn;ESP-GA;N120;;;;espga.n120;
espn;ESP-CL;N120;;Tor;Toral de los Vados;espcl.n120tor;
espn;ESP-CL;N120;;;Burgos;espcl.n120;
espn;ESP-RI;N120;;;;espri.n120;
espn;ESP-GA;N120a;;;Monforte de Lemos;espga.n120a;
espn;ESP-CL;N120a;;Ast;Astorga;espcl.n120a;
espn;ESP-RI;N120a;;Dom;Santo Domingo de la Calzada;espri.n120a;
espn;ESP-NC;N121;;;;espnc.n121;
espn;ESP-PV;N121a;;;;esppv.n121a;
espn;ESP-NC;N121a;;;;espnc.n121a;
espn;ESP-NC;N121b;;;;espnc.n121b;
espn;ESP-NC;N121c;;;;espnc.n121c;
espn;ESP-AR;N121c;;;;espar.n121c;
espn;ESP-CL;N122;;Zam;Zamora;espcl.n122zam;
espn;ESP-CL;N122;;;Soria;espcl.n122;
espn;ESP-AR;N122;;;;espar.n122;
espn;ESP-CL;N122a;;Mar;San Martín del Pedroso;espcl.n122amar;
espn;ESP-CL;N122a;;;La Cistérniga;espcl.n122a;
espn;ESP-AR;N123;;;;espar.n123;
espn;ESP-AR;N123a;;;;espar.n123a;
espn;ESP-PV;N124;;;;esppv.n124;
espn;ESP-RI;N124;;;;espri.n124;
espn;ESP-AR;N125;;;;espar.n125;
espn;ESP-RI;N126;;;;espri.n126;
espn;ESP-NC;N135;;;;espnc.n135;
espn;ESP-CT;N141;;;;espct.n141;
espn;ESP-CT;N145;;;;espct.n145;
espn;ESP-CT;N150;;;;espct.n150;
espn;ESP-CT;N152;;;;espct.n152;
espn;ESP-CT;N154;;;;espct.n154;
espn;ESP-CT;N156;;;;espct.n156;
espn;ESP-CM;N204;;;;espcm.n204;
espn;ESP-CM;N211;;;;espcm.n211;
espn;ESP-AR;N211;;;;espar.n211;
espn;ESP-VC;N220;;;;espvc.n220;
espn;ESP-VC;N225;;;La Vall d'Uixó;espvc.n225;
espn;ESP-VC;N225;;Cas;Castellón de la Plana;espvc.n225cas;
espn;ESP-CT;N230;;Vie;Vielha;espct.n230vie;
espn;ESP-AR;N230;;Sen;Senet de Barraves;espar.n230sen;
espn;ESP-CT;N230;;Pon;el Pont de Suert;espct.n230pon;
espn;ESP-AR;N230;;Bui;Buira;espar.n230bui;
espn;ESP-CT;N230;;Tos;Tossal de las Casetes;espct.n230tos;
espn;ESP-AR;N230;;;Benabarre;espar.n230;
espn;ESP-CT;N230;;;Lleida;espct.n230;
espn;ESP-CL;N232;;;;espcl.n232;
espn;ESP-RI;N232;;;Casalarreina;espri.n232;
espn;ESP-RI;N232;;Cal;Calahorra;espri.n232cal;
espn;ESP-AR;N232;;Cas;Castejon;espar.n232cas;
espn;ESP-AR;N232;;Gal;Gallur;espar.n232gal;
espn;ESP-AR;N232;;Zar;Zaragoza;espar.n232zar;
espn;ESP-AR;N232;;;Alcañiz;espar.n232;
espn;ESP-VC;N232;;;;espvc.n232;
espn;ESP-RI;N232a;;;Casalarreina;espri.n232a;
espn;ESP-AR;N232a;;;Fuentes de Ebro;espar.n232a;
espn;ESP-CL;N234;;;;espcl.n234;
espn;ESP-AR;N234;;;;espar.n234;
espn;ESP-VC;N234;;;;espvc.n234;
espn;ESP-CL;N234a;;;;espcl.n234a;
espn;ESP-CT;N235;;;;espct.n235;
espn;ESP-VC;N238;;;;espvc.n238;
espn;ESP-PV;N240;;;;esppv.n240;
espn;ESP-AR;N240;;Jac;Jaca;espar.n240jac;
espn;ESP-AR;N240;;;Barbastro;espar.n240;
espn;ESP-CT;N240;;;;espct.n240;
espn;ESP-NC;N240a;;;Pamplona;espnc.n240a;
espn;ESP-CT;N240a;;;Valls;espct.n240a;
espn;ESP-AR;N260;;;;espar.n260;
espn;ESP-CT;N260;;;Puigcerda;espct.n260;
espn;ESP-CT;N260;;Lla;Llançà;espct.n260lla;
espn;ESP-AR;N260a;;;Biescas;espar.n260a;
espn;ESP-CT;N260a;;;Olot;espct.n260a;
espn;ESP-CT;N260a;;Que;Queixàs;espct.n260aque;
espn;ESP-CT;N260a;;Vil;Vilademires;espct.n260avil;
espn;ESP-CM;N301;;Mot;Mota del Cuervo;espcm.n301mot;
espn;ESP-CM;N301;;;Albacete;espcm.n301;
espn;ESP-MC;N301;;;Cieza;espmc.n301;
espn;ESP-MC;N301;;Mol;Molina de Segura;espmc.n301mol;
espn;ESP-CM;N301a;;;Quintanar de la Orden;espcm.n301a;
espn;ESP-MC;N301a;;Pal;El Palmar;espmc.n301apal;
espn;ESP-MC;N301a;;;Cartagena;espmc.n301a;
espn;ESP-CM;N310;;;;espcm.n310;
espn;ESP-MD;N320;;;;espmd.n320;
espn;ESP-CM;N320;;;;espcm.n320;
espn;ESP-CM;N320a;;Que;Quer;espcm.n320aque;
espn;ESP-CM;N320a;;Gua;Guadalajara;espcm.n320agua;
espn;ESP-CM;N320a;;Ten;Tendilla;espcm.n320aten;
espn;ESP-CM;N320a;;;Alhóndiga;espcm.n320a;
espn;ESP-AN;N322;;;;espan.n322;
espn;ESP-CM;N322;;;;espcm.n322;
espn;ESP-VC;N322;;;;espvc.n322;
espn;ESP-CM;N322a;;Alb;Albacete;espcm.n322aalb;
espn;ESP-CM;N322a;;;Casas-Ibáñez;espcm.n322a;
espn;ESP-AN;N323;;;;espan.n323;
espn;ESP-AN;N323a;;;Jaén;espan.n323a;
espn;ESP-AN;N323a;;Cam;Campotéjar;espan.n323acam;
espn;ESP-AN;N323a;;Cub;Parque del Cubillas;espan.n323acub;
espn;ESP-AN;N323a;;Pad;El Padul;espan.n323apad;
espn;ESP-VC;N325;;;;espvc.n325;
espn;ESP-AR;N330;;;Zaragoza;espar.n330;
espn;ESP-AR;N330;;Ter;Teruel;espar.n330ter;
espn;ESP-VC;N330;;Tor;Torrebaja;espvc.n330tor;
espn;ESP-CM;N330;;;Landete;espcm.n330;
espn;ESP-VC;N330;;;Utiel;espvc.n330;
espn;ESP-CM;N330;;Alm;Almansa;espcm.n330alm;
espn;ESP-AR;N330a;;Can;Canfranc;espar.n330acan;
espn;ESP-AR;N330a;;Jac;Jaca;espar.n330ajac;
espn;ESP-AR;N330a;;;Sabiñánigo;espar.n330a;
espn;ESP-VC;N330a;;Jal;Jalance;espvc.n330a;
espn;ESP-AN;N331;;;Lucena;espan.n331;
espn;ESP-AN;N331;;Ant;Antequera;espan.n331ant;
espn;ESP-VC;N332;;;Alicante;espvc.n332;
espn;ESP-MC;N332;;;;espmc.n332;
espn;ESP-VC;N332;;Cam;El Campello;espvc.n332cam;
espn;ESP-VC;N332a;;Ond;Ondara;espvc.n332aond;
espn;ESP-VC;N332a;;;La Vila Joiosa;espvc.n332a;
espn;ESP-VC;N332a;;Mar;La Marina;espvc.n332amar;
espn;ESP-VC;N332r;;;;espvc.n332r;
espn;ESP-VC;N337;;;;espvc.n337;
espn;ESP-VC;N338;;;;espvc.n338;
espn;ESP-AN;N339;;;;espan.n339;
espn;ESP-AN;N340;;Chi;Chiclana de la Frontera;espan.n340chi;
espn;ESP-AN;N340;;;Motril;espan.n340;
espn;ESP-MC;N340;;;;espmc.n340;
espn;ESP-VC;N340;;Elc;Elche;espvc.n340elc;
espn;ESP-VC;N340;;Alc;Alcoy;espvc.n340alc;
espn;ESP-VC;N340;;;Castellón de la Plana;espvc.n340;
espn;ESP-CT;N340;;;Tarragona;espct.n340;
espn;ESP-CT;N340;;Tor;Torredembarra;espct.n340tor;
espn;ESP-AN;N340a;;Rin;Rincón de la Victoria;espan.n340arin;
espn;ESP-AN;N340a;;Adr;Adra;espan.n340aadr;
espn;ESP-AN;N340a;;;Almería;espan.n340a;
espn;ESP-AN;N340a;;Hue;Huércal-Overa;espan.n340ahue;
espn;ESP-MC;N340a;;;Lorca;espmc.n340a;
espn;ESP-VC;N340a;;;Castellón de la Plana;espvc.n340a;
espn;ESP-VC;N340a;;Vin;Vinaroz;espvc.n340avin;
espn;ESP-CT;N340a;;Car;San Carlos de la Rápita;espct.n340acar;
espn;ESP-CT;N340a;;Ald;La Aldea;espct.n340aald;
espn;ESP-CT;N340a;;;Santa Margarita y Monjós;espct.n340a;
espn;ESP-AN;N341;;;;espan.n341;
espn;ESP-MC;N342a;;;;espmc.n342a;
espn;ESP-CM;N344;;;;espcm.n344;
espn;ESP-MC;N344;;;Yecla;espmc.n344;
espn;ESP-AN;N344;;;El Alquián;espan.n344;
espn;ESP-MC;N344;;Mol;Molina de Segura;espmc.n344mol;
espn;ESP-MC;N345;;;;espmc.n345;
espn;ESP-AN;N346;;;;espan.n346;
espn;ESP-AN;N347;;Mot;Motril;espan.n347mot;
espn;ESP-AN;N347;;;El Alquián;espan.n347;
espn;ESP-AN;N348;;;;espan.n348;
espn;ESP-AN;N349;;;Jerez de la Frontera;espan.n349;
espn;ESP-AN;N349;;Alq;El Alquián;espan.n349alq;
espn;ESP-AN;N350;;;;espan.n350;
espn;ESP-AN;N351;;;;espan.n351;
espn;ESP-CE;N352;;;;espce.n352;
espn;ESP-CE;N354;;;;espce.n354;
espn;ESP-AN;N357;;;;espan.n357;
espn;ESP-CE;N362;;;;espce.n362;
espn;ESP-CM;N400;;Tol;Toledo;espcm.n400tol;
espn;ESP-MD;N400;;;;espmd.n400;
espn;ESP-CM;N400;;;Tarancon;espcm.n400;
espn;ESP-CM;N401;;;;espcm.n401;
espn;ESP-CM;N401a;;;Sonseca;espcm.n401a;
espn;ESP-CM;N401a;;Yeb;Los Yébenes;espcm.n401ayeb;
espn;ESP-CL;N403;;;;espcl.n403;
espn;ESP-MD;N403;;;;espmd.n403;
espn;ESP-CM;N403;;;;espcm.n403;
espn;ESP-CM;N403a;;;;espcm.n403a;
espn;ESP-AN;N420;;;;espan.n420;
espn;ESP-CM;N420;;Pue;Puertollano;espcm.n420pue;
espn;ESP-CM;N420;;;Cuenca;espcm.n420;
espn;ESP-VC;N420;;;;espvc.n420;
espn;ESP-AR;N420;;;;espar.n420;
espn;ESP-CT;N420;;;;espct.n420;
espn;ESP-AR;N420a;;Ter;Teruel;espar.n420a;
espn;ESP-CT;N420a;;Mor;Mora de Ebro;espct.n420amor;
espn;ESP-CT;N420a;;Fal;Falset;espct.n420afal;
espn;ESP-CT;N420a;;;Reus;espct.n420a;
espn;ESP-EX;N430;;;;espex.n430;
espn;ESP-CM;N430;;;;espcm.n430;
espn;ESP-EX;N430a;;;Fuenlabrada de los Montes;espex.n430a;
espn;ESP-CM;N430a;;Dai;Daimiel;espcm.n430adai;
espn;ESP-CM;N430a;;Mem;Membrilla;espcm.n430amem;
espn;ESP-CM;N430a;;Oss;Ossa de Montiel;espcm.n430aoss;
espn;ESP-CM;N430a;;;Munera;espcm.n430a;
espn;ESP-CM;N430a;;Alm;Almansa;espcm.n430aalm;
espn;ESP-AN;N431;;;;espan.n431;
espn;ESP-EX;N432;;;;espex.n432;
espn;ESP-AN;N432;;;;espan.n432;
espn;ESP-EX;N432a;;;La Albuera;espex.n432a;
espn;ESP-EX;N432a;;Lle;Llerena;espex.n432alle;
espn;ESP-EX;N432a;;Gra;Granja de Torrehermosa;espex.n432agra;
espn;ESP-EX;N432a;;Cue;Cuenca;espex.n432acue;
espn;ESP-AN;N432a;;Cue;Cuenca;espan.n432acue;
espn;ESP-AN;N432a;;Esp;Espiel;espan.n432aesp;
espn;ESP-AN;N432a;;;Cerro Muriano;espan.n432a;
espn;ESP-AN;N432a;;Bae;Baena;espan.n432abae;
espn;ESP-AN;N432a;;Alu;Alcaudete;espan.n432aalu;
espn;ESP-AN;N432a;;All;Alcalá la Real;espan.n432aall;
espn;ESP-AN;N432a;;Pin;Pinos Puente;espan.n432apin;
espn;ESP-AN;N433;;;;espan.n433;
espn;ESP-EX;N435;;;;espex.n435;
espn;ESP-AN;N435;;;;espan.n435;
espn;ESP-AN;N437;;;;espan.n437;
espn;ESP-AN;N442;;;;espan.n442;
espn;ESP-AN;N444;;;;espan.n444;
espn;ESP-AN;N445;;;;espan.n445;
espn;ESP-AN;N446;;;;espan.n446;
espn;ESP-CL;N501;;;;espcl.n501;
espn;ESP-CL;N502;;;;espcl.n502;
espn;ESP-CM;N502;;;Talavera de la Reina;espcm.n502;
espn;ESP-EX;N502;;;;espex.n502;
espn;ESP-CM;N502;;Her;Herrera del Duque;espcm.n502her;
espn;ESP-AN;N502;;;;espan.n502;
espn;ESP-CM;N502a;;;Talavera de la Reina;espcm.n502a;
espn;ESP-AN;N502a;;;Espiel;espan.n502a;
espn;ESP-EX;N521;;;;espex.n521;
espn;ESP-GA;N525;;;;espga.n525;
espn;ESP-CL;N525;;;;espcl.n525;
espn;ESP-GA;N532;;;;espga.n532;
espn;ESP-GA;N536;;;O Barco;espga.n536;
espn;ESP-CL;N536;;Pue;Puente de Domingo Florez;espcl.n536pue;
espn;ESP-GA;N536;;Que;Quereno;espga.n536que;
espn;ESP-CL;N536;;;Ponferrada;espcl.n536;
espn;ESP-GA;N540;;;;espga.n540;
espn;ESP-GA;N541;;;;espga.n541;
espn;ESP-GA;N547;;;;espga.n547;
espn;ESP-GA;N550;;Cor;La Coruña;espga.n550cor;
espn;ESP-GA;N550;;;Pontevedra;espga.n550;
espn;ESP-GA;N550a;;;;espga.n550a;
espn;ESP-GA;N551;;;;espga.n551;
espn;ESP-GA;N552;;;;espga.n552;
espn;ESP-GA;N554;;;;espga.n554;
espn;ESP-GA;N555;;;;espga.n555;
espn;ESP-GA;N556;;;;espga.n556;
espn;ESP-GA;N559;;;;espga.n559;
espn;ESP-CL;N601;;;;espcl.n601;
espn;ESP-CL;N603;;;;espcl.n603;
espn;ESP-CL;N610;;;;espcl.n610;
espn;ESP-CL;N610a;;;;espcl.n610a;
espn;ESP-CB;N611;;;Torrelavega;espcb.n611;
espn;ESP-CB;N611;;Fom;Fombelida;espcb.n611fom;
espn;ESP-CL;N611;;;Palencia;espcl.n611;
espn;ESP-CL;N611a;;;;espcl.n611a;
espn;ESP-CL;N620;;;Salamanca;espcl.n620;
espn;ESP-CL;N620;;Val;Valladolid;espcl.n620val;
espn;ESP-CL;N620;;Ven;Venta de Baños;espcl.n620ven;
espn;ESP-CL;N620a;;;Buniel;espcl.n620a;
espn;ESP-CB;N621;;Unq;Unquera;espcb.n621unq;
espn;ESP-AS;N621;;;;espas.n621;
espn;ESP-CB;N621;;;Potes;espcb.n621;
espn;ESP-CL;N621;;;Riaño;espcl.n621;
espn;ESP-CL;N621;;Leo;León;espcl.n621leo;
espn;ESP-CB;N621a;;;;espcb.n621a;
espn;ESP-CL;N622;;;Lerma;espcl.n622;
espn;ESP-PV;N622;;;Vitoria-Gasteiz;esppv.n622;
espn;ESP-CB;N623;;;;espcb.n623;
espn;ESP-CL;N623;;;;espcl.n623;
espn;ESP-AS;N625;;;;espas.n625;
espn;ESP-CL;N625;;;;espcl.n625;
espn;ESP-CL;N627;;;;espcl.n627;
espn;ESP-CB;N629;;;Ramales de la Victoria;espcb.n629;
espn;ESP-PV;N629;;;;esppv.n629;
espn;ESP-CB;N629;;Cal;La Calera del Prado;espcb.n629cal;
espn;ESP-CL;N629;;;;espcl.n629;
espn;ESP-CB;N629a;;;;espcb.n629a;
espn;ESP-AS;N630;;;Oviedo;espas.n630;
espn;ESP-AS;N630;;Cam;Campumanes;espas.n630cam;
espn;ESP-CL;N630;;;Zamora;espcl.n630;
espn;ESP-CL;N630;;Pue;Puerto de Bejar;espcl.n630pue;
espn;ESP-EX;N630;;;;espex.n630;
espn;ESP-AN;N630;;;;espan.n630;
espn;ESP-CL;N630a;;;;espcl.n630a;
espn;ESP-CL;N631;;;;espcl.n631;
espn;ESP-AS;N632;;Mur;Muros de Nalón;espas.n632mur;
espn;ESP-AS;N632;;;Villaviciosa;espas.n632;
espn;ESP-AS;N632a;;;;espas.n632a;
espn;ESP-PV;N633;;;;esppv.n633;
espn;ESP-GA;N634;;San;Santiago de Compostela;espga.n634san;
espn;ESP-GA;N634;;Cur;Curtis;espga.n634cur;
espn;ESP-GA;N634;;;Mondoñedo;espga.n634;
espn;ESP-AS;N634;;;Oviedo;espas.n634;
espn;ESP-AS;N634;;Fra;La Franca;espas.n634fra;
espn;ESP-CB;N634;;Vic;San Vicente de la Barquera;espcb.n634vic;
espn;ESP-CB;N634;;;Castro Urdiales;espcb.n634;
espn;ESP-PV;N634;;Bil;Bilbao;esppv.n634bil;
espn;ESP-PV;N634;;;Durango;esppv.n634;
espn;ESP-GA;N634a;;Mon;Mondoñedo;espga.n634a;
espn;ESP-GA;N634a;;Lou;Lorenzana;espga.n634alou;
espn;ESP-AS;N634a;;;Las Presillas;espas.n634a;
espn;ESP-PV;N634d;;;;esppv.n634d;
espn;ESP-CB;N635;;;;espcb.n635;
espn;ESP-CB;N636;;;Santander;espcb.n636;
espn;ESP-PV;N636;;;Durango;esppv.n636;
espn;ESP-PV;N637;;;;esppv.n637;
espn;ESP-PV;N638;;;;esppv.n638;
espn;ESP-GA;N640;;;Lugo;espga.n640;
espn;ESP-AS;N640;;Cha;O Chao;espas.n640cha;
espn;ESP-GA;N640;;Lei;Leirado;espga.n640lei;
espn;ESP-AS;N640;;;;espas.n640;
espn;ESP-GA;N640a;;;;espga.n640a;
espn;ESP-GA;N642;;;Burela;espga.n642;
espn;ESP-GA;N642;;Rib;Ribadeo;espga.n642rib;
espn;ESP-AS;N643;;;;espas.n643;
espn;ESP-GA;N651;;;;espga.n651;
espn;ESP-GA;N655;;;;espga.n655;
